dataset,variable,label,n_valid,n_total
ZA10100_cross2025,q167e,"Einstellungen: liberale Demokratie, pol. Gerichtsurteile ignorieren",7202,7337
ZA10100_cross2025,q167f,"Einstellungen: liberale Demokratie, Bundestag uebergehen",7206,7337
ZA10100_cross2025,q167g,"Einstellungen: liberale Demokratie, Gesetze beugen",7215,7337
ZA10100_cross2025,q27k,"Einstellungen: Issuebatterie III, Buergergeld senken",7269,7337
ZA10100_cross2025,q27l,"Einstellungen: Issuebatterie III, Besserverdienende mehr Steuern bezahlen",7268,7337
ZA10100_cross2025,q27m,"Einstellungen: Issuebatterie III, Tempolimit auf Autobahnen",7277,7337
ZA10100_cross2025,q27q,"Einstellungen: Issuebatterie III, Ablehnung jued. Personen wg. Politik IL",7158,7337
ZA10100_cross2025,q63a,Repraesentationsnorm: eigene Waehler:innen (Ranking),6211,7337
ZA10100_cross2025,q63b,Repraesentationsnorm: alle Buerger:innen im WK (Ranking),6192,7337
ZA10100_cross2025,q63c,Repraesentationsnorm: alle Waehler:innen der eigenen Partei (Ranking),6083,7337
ZA10100_cross2025,q63d,Repraesentationsnorm: bestimmte gesellschaftliche Gruppe (Ranking),5999,7337
ZA10100_cross2025,q63e,Repraesentationsnorm: alle Buerger:innen der Bundesrepublik (Ranking),6305,7337
ZA10100_cross2025,q156a,"Regierungsfuehrung: Personengruppen, Unternehmer:innen",7206,7337
ZA10100_cross2025,q156b,"Regierungsfuehrung: Personengruppen, Expert:innen",7211,7337
ZA10100_cross2025,q156c,"Regierungsfuehrung: Personengruppen, Buerger:innen",7223,7337
ZA10100_cross2025,q145d,"Wahlabsicht: Propensity to Vote, BTW 2025, SPD",7098,7337
ZA10100_cross2025,q145b,"Wahlabsicht: Propensity to Vote, BTW 2025, CDU",7100,7337
ZA10100_cross2025,q145c,"Wahalbsicht: Propensity to Vote, BTW 2025, CSU",7004,7337
ZA10100_cross2025,q145f,"Wahlabsicht: Propensity to Vote, BTW 2025, GRUENE",7091,7337
ZA10100_cross2025,q145e,"Wahlabsicht: Propensity to Vote, BTW 2025, FDP",7059,7337
ZA10100_cross2025,q145h,"Wahlabsicht: Propensity to Vote, BTW 2025, AfD",7113,7337
ZA10100_cross2025,q145g,"Wahlabsicht: Propensity to Vote, BTW 2025, DIE LINKE",7077,7337
ZA10100_cross2025,q145m,"Wahlabsicht: Propensity to Vote, BTW 2025, BSW",7007,7337
ZA10100_cross2025,q27n,"Einstellungen: Issuebatterie IV, Wahlberechtigung bei BTW ab 16",7288,7337
ZA10100_cross2025,q27o,"Einstellungen: Issuebatterie IV, IL mit Waffen unterstuetzen",7222,7337
ZA10100_cross2025,q27p,"Einstellungen: Issuebatterie IV, Brandmauer beibehalten",7235,7337
ZA10100_cross2025,q73a,"Partizipation: offline, Buerger:inneninitiative",7181,7337
ZA10100_cross2025,q73b,"Partizipation: offline, Demonstration",7172,7337
ZA10100_cross2025,q73c,"Partizipation: offline, Unterschriftensammlung",7149,7337
ZA10100_cross2025,q73d,"Partizipation: offline, Spenden",7176,7337
ZA10100_cross2025,q73e,"Partizipation: offline, Konsum/Boykott",7166,7337
ZA10100_cross2025,q73f,"Partizipation: offline, politische Leser:innenbriefe",7183,7337
ZA10100_cross2025,q73g,"Partizipation: offline, Versammlungen",7184,7337
ZA10100_cross2025,q73h,"Partizipation: offline, Wahlkampfunterstuetzung",7184,7337
ZA10100_cross2025,q74a,Partizipation: Partei (Version A),369,7337
ZA10100_cross2025,q74b,Partizipation: Partei (Version B),369,7337
ZA10100_cross2025,q72a,"Partizipation: online, Postings, Twitter",7203,7337
ZA10100_cross2025,q72b,"Partizipation: online, Beitraege geteilt",7202,7337
ZA10100_cross2025,q72c,"Partizipation: online, Likes",7202,7337
ZA10100_cross2025,q72d,"Partizipation: online, Kommentare",7202,7337
ZA10100_cross2025,q72e,"Partizipation: online, Blogbeitrag",7203,7337
ZA10100_cross2025,q72f,"Partizipation: online, Onlinepetition",7203,7337
ZA10100_cross2025,q72g,"Partizipation: online, Buergerplattform",7203,7337
ZA10100_cross2025,q72h,"Partizipation: online, Politiker:innen kontaktiert",7203,7337
ZA10100_cross2025,q75a,Parteiidentifikation (Version A),7133,7337
ZA10100_cross2025,q75b,Parteiidentifikation (Version B),7133,7337
ZA10100_cross2025,q76,Parteiidentifikation: Staerke,5795,7337
ZA10100_cross2025,q77,Parteiidentifikation: Dauer,5717,7337
ZA10100_cross2025,q103a,Parteiidentifikation: Vater (Version A),5077,7337
ZA10100_cross2025,q103b,Parteiidentifikation: Vater (Version B),5077,7337
ZA10100_cross2025,q104a,Parteiidentifikation: Mutter (Version A),5058,7337
ZA10100_cross2025,q104b,Parteiidentifikation: Mutter (Version B),5058,7337
ZA10100_cross2025,q152,"Einstellungen: Frauenanteil, Parlament",6986,7337
ZA10100_cross2025,q153a,"Politiker:innen: geschlechtsspez. Eignung, Gesundheit",7156,7337
ZA10100_cross2025,q153b,"Politiker:innen: geschlechtsspez. Eignung, Wirtschaft",7148,7337
ZA10100_cross2025,q155,Gesundheitsversorgung: Bewertung,7219,7337
ZA10100_cross2025,q110,Bundesregierung: Arbeit,6779,7337
ZA10100_cross2025,q53d,"Regierungsparteien: Leistung, SPD",7032,7337
ZA10100_cross2025,q53f,"Regierungsparteien: Leistung, GRUENE",7015,7337
ZA10100_cross2025,q53e,"Regierungsparteien: Leistung, FDP",6973,7337
ZA10100_cross2025,q54b,"Oppositionsparteien: Leistung, CDU",6971,7337
ZA10100_cross2025,q54c,"Oppositionsparteien: Leistung, CSU",6852,7337
ZA10100_cross2025,q54h,"Oppositionsparteien: Leistung, AfD",6914,7337
ZA10100_cross2025,q54g,"Oppositionsparteien: Leistung, DIE LINKE",6862,7337
ZA10100_cross2025,q55,Kanzler:in: Leistung,7114,7337
ZA10100_cross2025,q56a,"Bundesregierung: Arbeit, speziell, Bekaempfung Klimawandel",6914,7337
ZA10100_cross2025,q56b,"Bundesregierung: Arbeit, speziell, Zuwanderung nach Deutschland",7009,7337
ZA10100_cross2025,q56c,"Bundesregierung: Arbeit, speziell, Umgang Krieg in UKR",7010,7337
ZA10100_cross2025,q56d,"Bundesregierung: Arbeit, speziell, Modernisierung Infrastruktur",6919,7337
ZA10100_cross2025,q56e,"Bundesregierung: Arbeit, speziell, Foerderung Wirtschaft",6897,7337
ZA10100_cross2025,q56f,"Bundesregierung: Arbeit, speziell, steigende Preise",7013,7337
ZA10100_cross2025,q163,"Bundesregierung: Arbeit, speziell, Corona-Pandemie",7159,7337
ZA10100_cross2025,q164a,"Corona: Auswirkungen, Zusammenhalt",7186,7337
ZA10100_cross2025,q164b,"Corona: Auswirkungen, Demokratie",7145,7337
ZA10100_cross2025,q164c,"Corona: Auswirkungen, eigene wirtschaftliche Lage",7175,7337
ZA10100_cross2025,q124,Pol. Mediennutzung: Aufmerksamkeit,7227,7337
ZA10100_cross2025,q64,"Pol. Mediennutzung: Informationsquelle, wichtigste",6585,7337
ZA10100_cross2025,q65,"TV-Nachrichten: Nutzung, Haeufigkeit, oeff.-rechtl. Sender",7206,7337
ZA10100_cross2025,q66,"TV-Nachrichten: Nutzung, Haeufigkeit, private Sender",7184,7337
ZA10100_cross2025,q67a,"Print: Nutzung, Haeufigkeit, BILD",6854,7337
ZA10100_cross2025,q67b,"Print: Nutzung, Haeufigkeit, FAZ",6768,7337
ZA10100_cross2025,q67c,"Print: Nutzung, Haeufigkeit, Welt",6751,7337
ZA10100_cross2025,q67d,"Print: Nutzung, Haeufigkeit, SZ",6791,7337
ZA10100_cross2025,q67e,"Print: Nutzung, Haeufigkeit, FR",6708,7337
ZA10100_cross2025,q67f,"Print: Nutzung, Haeufigkeit, taz",6658,7337
ZA10100_cross2025,q67g,"Print: Nutzung, Haeufigkeit, 1. lokale Tageszeitung",7052,7337
ZA10100_cross2025,q67h,"Print: Nutzung, Haeufigkeit, 2. lokale Tageszeitung",6594,7337
ZA10100_cross2025,q67i,"Print: Nutzung, Haeufigkeit, andere Tageszeitung",6561,7337
ZA10100_cross2025,q157,"Radio-Nachrichten: Nutzung, Haeufigkeit",7171,7337
ZA10100_cross2025,q68,"Internet: Nutzung, Durchschnitt",6831,7337
ZA10100_cross2025,q69,"Internet: Nutzung, Nachrichten, Haeufigkeit",6593,7337
ZA10100_cross2025,q70a,"Soziale Medien: Nutzung, WhatsApp",6599,7337
ZA10100_cross2025,q70b,"Soziale Medien: Nutzung, Facebook",6602,7337
ZA10100_cross2025,q70c,"Soziale Medien: Nutzung, Instagram",6603,7337
ZA10100_cross2025,q70d,"Soziale Medien: Nutzung, YouTube",6603,7337
ZA10100_cross2025,q70e,"Soziale Medien: Nutzung, X/Twitter",6603,7337
ZA10100_cross2025,q70f,"Soziale Medien: Nutzung, Snapchat",6603,7337
ZA10100_cross2025,q70g,"Soziale Medien: Nutzung, TikTok",6603,7337
ZA10100_cross2025,q70h,"Soziale Medien: Nutzung, Telegram",6603,7337
ZA10100_cross2025,q70i,"Soziale Medien: Nutzung, XING",6603,7337
ZA10100_cross2025,q70j,"Soziale Medien: Nutzung, LinkedIn",6603,7337
ZA10100_cross2025,q70k,"Soziale Medien: Nutzung, Twitch",6603,7337
ZA10100_cross2025,q70l,"Soziale Medien: Nutzung, Discord",6603,7337
ZA10100_cross2025,q70m,"Soziale Medien: Nutzung, BlueSky",6603,7337
ZA10100_cross2025,q70n,"Soziale Medien: Nutzung, sonstige",6603,7337
ZA10100_cross2025,q70x,"Soziale Medien: Nutzung, keine",6599,7337
ZA10100_cross2025,q71a,"Soziale Medien: Nutzung, politisch, WhatsApp",5639,7337
ZA10100_cross2025,q71b,"Soziale Medien: Nutzung, politisch, Facebook",2008,7337
ZA10100_cross2025,q71c,"Soziale Medien: Nutzung, politisch, Instagram",2556,7337
ZA10100_cross2025,q71d,"Soziale Medien: Nutzung, politisch, YouTube",3791,7337
ZA10100_cross2025,q71e,"Soziale Medien: Nutzung, politisch, X/Twitter",423,7337
ZA10100_cross2025,q71f,"Soziale Medien: Nutzung, politisch, Snapchat",538,7337
ZA10100_cross2025,q71g,"Soziale Medien: Nutzung, politisch, TikTok",837,7337
ZA10100_cross2025,q71h,"Soziale Medien: Nutzung, politisch, Telegram",590,7337
ZA10100_cross2025,q71i,"Soziale Medien: Nutzung, politisch, XING",412,7337
ZA10100_cross2025,q71j,"Soziale Medien: Nutzung, politisch, LinkedIn",842,7337
ZA10100_cross2025,q71k,"Soziale Medien: Nutzung, politisch, Twitch",309,7337
ZA10100_cross2025,q71l,"Soziale Medien: Nutzung, politisch, Discord",430,7337
ZA10100_cross2025,q71m,"Soziale Medien: Nutzung, politisch, BlueSky",99,7337
ZA10100_cross2025,q71n,"Soziale Medien: Nutzung, politisch, sonstige",359,7337
ZA10100_cross2025,q71x,"Soziale Medien: Nutzung, politisch, keine",6117,7337
ZA10100_cross2025,q158,"Soziale Medien: Nutzung, politisch, Haeufigkeit",3314,7337
ZA10100_cross2025,q159,"Soziale Medien: Nutzung, politisch, Haeufigkeit pro Tag",702,7337
ZA10100_cross2025,q160d,"Soziale Medien: Parteienangebot, Nutzung, SPD",5644,7337
ZA10100_cross2025,q160a,"Soziale Medien: Parteienangebot, Nutzung, CDU/CSU",5604,7337
ZA10100_cross2025,q160f,"Soziale Medien: Parteienangebot, Nutzung, GRUENE",5604,7337
ZA10100_cross2025,q160e,"Soziale Medien: Parteienangebot, Nutzung, FDP",5604,7337
ZA10100_cross2025,q160h,"Soziale Medien: Parteienangebot, Nutzung, AfD",5604,7337
ZA10100_cross2025,q160g,"Soziale Medien: Parteienangebot, Nutzung, DIE LINKE",5604,7337
ZA10100_cross2025,q160m,"Soziale Medien: Parteienangebot, Nutzung, BSW",5604,7337
ZA10100_cross2025,q160n,"Soziale Medien: Parteienangebot, Nutzung, andere",5604,7337
ZA10100_cross2025,q160v,"Soziale Medien: Parteienangebot, Nutzung, keine",5644,7337
ZA10100_cross2025,q89,Persoenliche Netzwerke: Haeufigkeit politische Gespraeche,7163,7337
ZA10100_cross2025,q90,Persoenliche Netzwerke: Netzwerkgroesse,4680,7337
ZA10100_cross2025,q91,"Persoenliche Netzwerke: Person 1, Beziehung (A)",174,7337
ZA10100_cross2025,q92,"Persoenliche Netzwerke: Person 1, Beziehung (B)",5574,7337
ZA10100_cross2025,q93,"Persoenliche Netzwerke: Person 1, Meinungsverschiedenheiten",6185,7337
ZA10100_cross2025,q94a,"Persoenliche Netzwerke: Person 1, Wahlabsicht (Version A)",4648,7337
ZA10100_cross2025,q94b,"Persoenliche Netzwerke: Person 1, Wahlabsicht (Version B)",4648,7337
ZA10100_cross2025,q95,"Persoenliche Netzwerke: Person 2, Beziehung (A)",409,7337
ZA10100_cross2025,q96,"Persoenliche Netzwerke: Person 2, Beziehung (B)",5019,7337
ZA10100_cross2025,q97,"Persoenliche Netzwerke: Person 2, Meinungsverschiedenheiten",5682,7337
ZA10100_cross2025,q98a,"Persoenliche Netzwerke: Person 2, Wahlabsicht (Version A)",3910,7337
ZA10100_cross2025,q98b,"Persoenliche Netzwerke: Person 2, Wahlabsicht (Version B)",3910,7337
ZA10100_cross2025,q99,"Wahlbeteiligung: Nachbarschaft, BTW 2025",6247,7337
ZA10100_cross2025,q100,Gerechtigkeit: Gesellschaft,7153,7337
ZA10100_cross2025,q101,Gerechtigkeit: Entwicklung,7081,7337
ZA10100_cross2025,q102,Gerechtigkeit: Ego,7003,7337
ZA10100_cross2025,q161,Fairness: Gruppen,7015,7337
ZA10100_cross2025,q78,"Psychologische Konzepte: Vertrauen, allgemein",7112,7337
ZA10100_cross2025,q79a,"Vertrauen: Institutionen, Bundesregierung",7054,7337
ZA10100_cross2025,q79b,"Vertrauen: Institutionen, Bundestag",7029,7337
ZA10100_cross2025,q79c,"Vertrauen: Institutionen, Parteien",7029,7337
ZA10100_cross2025,q79d,"Vertrauen: Institutionen, Politiker:innen",7020,7337
ZA10100_cross2025,q79e,"Vertrauen: Institutionen, Polizei",7081,7337
ZA10100_cross2025,q79f,"Vertrauen: Institutionen, Justiz",7060,7337
ZA10100_cross2025,q79g,"Vertrauen: Institutionen, Wissenschaft",7033,7337
ZA10100_cross2025,q79h,"Vertrauen: Institutionen, soziale Medien",7048,7337
ZA10100_cross2025,q79i,"Vertrauen: Institutionen, oeffentlich-rechtlicher Rundfunk",7071,7337
ZA10100_cross2025,q170,Einstellungen: Pflichtjahr,7118,7337
ZA10100_cross2025,q162,Demokratie: Bewertung,7076,7337
ZA10100_cross2025,q13,"Wirtschaftliche Lage: aktuell, eigene",7165,7337
ZA10100_cross2025,q14,"Wirtschaftliche Lage: retrospektiv, eigene",7142,7337
ZA10100_cross2025,q15,"Wirtschaftliche Lage: Verantwortung, eigene",7108,7337
ZA10100_cross2025,q16,"Wirtschaftliche Lage: prospektiv, eigene",7098,7337
ZA10100_cross2025,q38a,"Psychologische Konzepte: Emotionen, Angst, Zuwanderung nach Deutschland",7120,7337
ZA10100_cross2025,q38b,"Psychologische Konzepte: Emotionen, Angst, Klimawandel",7104,7337
ZA10100_cross2025,q38c,"Psychologische Konzepte: Emotionen, Angst, Ausweitung R-UKR-Krieg nach BRD",7121,7337
ZA10100_cross2025,q38d,"Psychologische Konzepte: Emotionen, Angst, Globalisierung",7063,7337
ZA10100_cross2025,q38e,"Psychologische Konzepte: Emotionen, Angst, wirtschaftliche Lage",7101,7337
ZA10100_cross2025,q38f,"Psychologische Konzepte: Emotionen, Angst, steigende Preise",7133,7337
ZA10100_cross2025,q168,Psychologische Konzepte: Lebenszufriedenheit,7135,7337
ZA10100_cross2025,q169a,"Psychologische Konzepte: Emotionen, Einsamkeit, fehlende Gesellschaft",7138,7337
ZA10100_cross2025,q169b,"Psychologische Konzepte: Emotionen, Einsamkeit, Ausgeschlossenheit",7116,7337
ZA10100_cross2025,q169c,"Psychologische Konzepte: Emotionen, Einsamkeit, Isolation",7120,7337
ZA10100_cross2025,d3,Haushalt: Groesse,7152,7337
ZA10100_cross2025,d4a,"Haushalt: Alter, 2. Person",5551,7337
ZA10100_cross2025,d4b,"Haushalt: Alter, 3. Person",2240,7337
ZA10100_cross2025,d4c,"Haushalt: Alter, 4. Person",1226,7337
ZA10100_cross2025,d4d,"Haushalt: Alter, 5. Person",320,7337
ZA10100_cross2025,d4e,"Haushalt: Alter, 6. Person",108,7337
ZA10100_cross2025,d5,Familienstand,7115,7337
ZA10100_cross2025,d6,Partner:in,2926,7337
ZA10100_cross2025,d7,Bildung: Schule,7100,7337
ZA10100_cross2025,d65,"Bildung: Schule, angestrebt",125,7337
ZA10100_cross2025,d8a,"Bildung: Beruf, berufl.-betriebl. Anlernzeit mit Abschlusszeugnis, keine Lehre",6997,7337
ZA10100_cross2025,d8b,"Bildung: Beruf, Abschluss Teilfacharbeiter:in",6998,7337
ZA10100_cross2025,d8c,"Bildung: Beruf, abgeschl. gewerbliche oder landwirtschaftliche Lehre",6998,7337
ZA10100_cross2025,d8d,"Bildung: Beruf, abgeschl. kaufmaennische Lehre",6998,7337
ZA10100_cross2025,d8e,"Bildung: Beruf, berufliches Praktikum, Volontariat",6997,7337
ZA10100_cross2025,d8f,"Bildung: Beruf, Berufsfachschulabschluss",6997,7337
ZA10100_cross2025,d8n,"Bildung: Beruf, Fachakademie-/Berufsakademieabschluss",6998,7337
ZA10100_cross2025,d8g,"Bildung: Beruf, Fachschulabschluss",6998,7337
ZA10100_cross2025,d8h,"Bildung: Beruf, Meister:in, Abschluss Techniker:in",6998,7337
ZA10100_cross2025,d8i,"Bildung: Beruf, Fachhochschulabschluss",6998,7337
ZA10100_cross2025,d8o,"Bildung: Beruf, Hochschulabschluss: Bachelor",6998,7337
ZA10100_cross2025,d8p,"Bildung: Beruf, Hochschulabschluss: Master, Diplom, Magister, Staatsexamen",6998,7337
ZA10100_cross2025,d8q,"Bildung: Beruf, Promotion",6998,7337
ZA10100_cross2025,d8l,"Bildung: Beruf, noch in beruflicher Ausbildung",6997,7337
ZA10100_cross2025,d8m,"Bildung: Beruf, keine abgeschlossene Ausbildung",6993,7337
ZA10100_cross2025,d8k,"Bildung: Beruf, anderer",6996,7337
ZA10100_cross2025,d9,Erwerbstaetigkeit: aktuell,7040,7337
ZA10100_cross2025,d10,Erwerbstaetigkeit: frueher,2808,7337
ZA10100_cross2025,d11,Beruf: aktuell,4102,7337
ZA10100_cross2025,d13,"Beruf: aktuell, Arbeitsverhaeltnis",3592,7337
ZA10100_cross2025,d14,"Beruf: aktuell, Aufsichtsfunktion",3611,7337
ZA10100_cross2025,d15,"Beruf: aktuell, Beschaeftigungssektor",3310,7337
ZA10100_cross2025,d16,"Beruf: aktuell, Wirtschaftssektor",4118,7337
ZA10100_cross2025,d17a,"Arbeitslosigkeit: vergangene 10 Jahre, Jahre",6691,7337
ZA10100_cross2025,d17b,"Arbeitslosigkeit: vergangene 10 Jahre, Monate",6691,7337
ZA10100_cross2025,d17c,"Arbeitslosigkeit: vergangene 10 Jahre, Wochen",6691,7337
ZA10100_cross2025,d18,Stellenverlust: Angst,3656,7337
ZA10100_cross2025,d19,Betriebsverlust: Angst,426,7337
ZA10100_cross2025,d20,Beruf: frueher,2228,7337
ZA10100_cross2025,d22,"Beruf: frueher, Aufsichtsfunktion",1867,7337
ZA10100_cross2025,d23,"Beruf: frueher, Beschaeftigungssektor",1663,7337
ZA10100_cross2025,d24,"Beruf: frueher, Wirtschaftssektor",2236,7337
ZA10100_cross2025,d25,"Bildung: Schule, Partner:in",4770,7337
ZA10100_cross2025,d26,"Erwerbstaetigkeit: aktuell, Partner:in",4785,7337
ZA10100_cross2025,d27,"Erwerbstaetigkeit: frueher, Partner:in",1760,7337
ZA10100_cross2025,d28,"Beruf: aktuell, Partner:in",2914,7337
ZA10100_cross2025,d30,"Beruf: aktuell, Aufsichtsfunktion, Partner:in",2455,7337
ZA10100_cross2025,d31,"Beruf: aktuell, Beschaeftigungssektor, Partner:in",2292,7337
ZA10100_cross2025,d32,"Beruf: aktuell, Wirtschaftssektor, Partner:in",2867,7337
ZA10100_cross2025,d33,"Beruf: frueher, Partner:in",1566,7337
ZA10100_cross2025,d35,"Beruf: frueher, Aufsichtsfunktion, Partner:in",1327,7337
ZA10100_cross2025,d36,"Beruf: frueher, Beschaeftigungssektor, Partner:in",1206,7337
ZA10100_cross2025,d37,"Beruf: frueher, Wirtschaftssektor, Partner:in",1542,7337
ZA10100_cross2025,d64ba,"Wahlentscheidung: Partner:in, BTW 2025, Zweitstimme (Version A)",3922,7337
ZA10100_cross2025,d64bb,"Wahlentscheidung: Partner:in, BTW 2025, Zweitstimme (Version B)",3922,7337
ZA10100_cross2025,d66,Geschlecht: Partner:in,5546,7337
ZA10100_cross2025,d69,Sexuelle Orientierung,6958,7337
ZA10100_cross2025,d38,"Schichtzugehoerigkeit: subjektiv, eigene",7017,7337
ZA10100_cross2025,q46a,"Abgehaengtheit: subjektiv, zu wenig Aufmerksamkeit fuer finanz. Lage",6960,7337
ZA10100_cross2025,q46b,"Abgehaengtheit: subjektiv, zu wenig Anerkennung fuer Arbeit",6912,7337
ZA10100_cross2025,q46c,"Abgehaengtheit: subjektiv, zu wenig Zugang zu grundlegender Infrastruktur",6910,7337
ZA10100_cross2025,q46d,"Abgehaengtheit: subjektiv, keine freie Meinungsaeusserung moeglich",6943,7337
ZA10100_cross2025,d70,Sozialer Status: subjektiv,6990,7337
ZA10100_cross2025,d39,Religionszugehoerigkeit,6779,7337
ZA10100_cross2025,d40,Gottesdiensthaeufigkeit,7018,7337
ZA10100_cross2025,d41,Religiositaet,7064,7337
ZA10100_cross2025,d42,"Staatsbuergerschaft: deutsch, seit Geburt",7100,7337
ZA10100_cross2025,d43,Geburtsland: Deutschland,7078,7337
ZA10100_cross2025,d44,Geburtsland: anderes Land,438,7337
ZA10100_cross2025,d45,Zuzug: Jahr,438,7337
ZA10100_cross2025,d46,Geburtsland: Bundesland,6563,7337
ZA10100_cross2025,d47,"Zuzug: Jahr, Ostdeutschland",183,7337
ZA10100_cross2025,d48,"Zuzug: Jahr, Westdeutschland",256,7337
ZA10100_cross2025,d49,"Geburtsland: Deutschland, Eltern",7006,7337
ZA10100_cross2025,d50,"Geburtsland: anderes Land, Vater",1256,7337
ZA10100_cross2025,d51,"Geburtsland: anderes Land, Mutter",1206,7337
ZA10100_cross2025,d57,"Haushalt: Sprache, deutsch",1825,7337
ZA10100_cross2025,d61a,"Mitgliedschaft: Organisation, Gewerkschaft",6390,7337
ZA10100_cross2025,d61b,"Mitgliedschaft: Organisation, Unternehmer-/Arbeitgeberverband",6046,7337
ZA10100_cross2025,d61c,"Mitgliedschaft: Organisation, Berufsvereinigung/-verband",6133,7337
ZA10100_cross2025,d61d,"Mitgliedschaft: Organisation, Bauern- bzw. Landwirtschaftsverband",5977,7337
ZA10100_cross2025,d61e,"Mitgliedschaft: Organisation, religioese/kirchliche Gruppe",6100,7337
ZA10100_cross2025,d61f,"Mitgliedschaft: Organisation, Sport-/Hobbyverein",6480,7337
ZA10100_cross2025,d61g,"Mitgliedschaft: Organisation, Umweltschutzgruppe",6059,7337
ZA10100_cross2025,d61h,"Mitgliedschaft: Organisation, globalisierungskritische Organisation",6017,7337
ZA10100_cross2025,d61j,"Mitgliedschaft: Organisation, Querdenker-Bewegung",6022,7337
ZA10100_cross2025,d61i,"Mitgliedschaft: Organisation, Partei",5401,7337
ZA10100_cross2025,d62,"Mitgliedschaft: Gewerkschaft, HH",5419,7337
ZA10100_cross2025,d63,Haushaltsnettoeinkommen,5936,7337
ZA10100_cross2025,wum6,Wohnort: Stadt-Land,7102,7337
ZA10100_cross2025,d67a,Regionale Verbundenheit: Wohnort,7079,7337
ZA10100_cross2025,d67b,Regionale Verbundenheit: Region,6983,7337
ZA10100_cross2025,d67c,Regionale Verbundenheit: Bundesland,6971,7337
ZA10100_cross2025,d67d,Regionale Verbundenheit: BRD,6997,7337
ZA10100_cross2025,d67e,Regionale Verbundenheit: EU,6966,7337
ZA10100_cross2025,wum7,Wohnumfeld: Gebaeude,7013,7337
ZA10100_cross2025,wum8,Wohnumfeld: Wohnverhaeltnis,6955,7337
ZA10100_cross2025,wum9,Wohnumfeld: Schicht,6696,7337
ZA10100_cross2025,int1,Interview: Bewertung Umfrage,6107,7337
ZA10100_cross2025,int3a,"Interview: Anwesenheit anderer Personen, allein",6073,7337
ZA10100_cross2025,int3b,"Interview: Anwesenheit anderer Personen, (Ehe-)Partner:in",6076,7337
